risk_scale,seed,agent,reward,tripwires,episodes,robustez,flexibilidad
1.5,42,control,-10.0,0.0,1000,,
1.5,42,control,-10.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,-5.0,0.0,1000,,
1.5,42,control,-20.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,-5.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,-5.0,0.0,1000,,
1.5,42,control,-10.0,0.0,1000,,
1.5,42,control,-40.0,1.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,-5.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,-15.0,0.0,1000,,
1.5,42,control,-5.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,-5.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,-5.0,0.0,1000,,
1.5,42,control,-5.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,-5.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,-5.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,-15.0,0.0,1000,,
1.5,42,control,-5.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,-10.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,-10.0,0.0,1000,,
1.5,42,control,-5.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,-5.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,-10.0,0.0,1000,,
1.5,42,control,-5.0,0.0,1000,,
1.5,42,control,-10.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,-5.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,-5.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,-10.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,-5.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,-5.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,-5.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,-5.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,-20.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,-10.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,-10.0,0.0,1000,,
1.5,42,control,-5.0,0.0,1000,,
1.5,42,control,-5.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,-10.0,0.0,1000,,
1.5,42,control,-5.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,-10.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,-10.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,-10.0,0.0,1000,,
1.5,42,control,-5.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,-5.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,-5.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,-5.0,0.0,1000,,
1.5,42,control,-5.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,-10.0,0.0,1000,,
1.5,42,control,-5.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,-10.0,0.0,1000,,
1.5,42,control,-10.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,-10.0,0.0,1000,,
1.5,42,control,-5.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,-10.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,-5.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,-5.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,-5.0,0.0,1000,,
1.5,42,control,-10.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,-5.0,0.0,1000,,
1.5,42,control,-5.0,0.0,1000,,
1.5,42,control,-15.0,0.0,1000,,
1.5,42,control,-5.0,0.0,1000,,
1.5,42,control,-10.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,-5.0,0.0,1000,,
1.5,42,control,-5.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,-5.0,0.0,1000,,
1.5,42,control,-5.0,0.0,1000,,
1.5,42,control,-10.0,0.0,1000,,
1.5,42,control,-20.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,-5.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,-10.0,0.0,1000,,
1.5,42,control,-20.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,-5.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,-5.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,-20.0,0.0,1000,,
1.5,42,control,-10.0,0.0,1000,,
1.5,42,control,-5.0,0.0,1000,,
1.5,42,control,-5.0,0.0,1000,,
1.5,42,control,-10.0,0.0,1000,,
1.5,42,control,-5.0,0.0,1000,,
1.5,42,control,-5.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,-15.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,-5.0,0.0,1000,,
1.5,42,control,-10.0,0.0,1000,,
1.5,42,control,-5.0,0.0,1000,,
1.5,42,control,-10.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,-10.0,0.0,1000,,
1.5,42,control,-10.0,0.0,1000,,
1.5,42,control,-5.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,-5.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,-5.0,0.0,1000,,
1.5,42,control,-10.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,-5.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,-5.0,0.0,1000,,
1.5,42,control,-5.0,0.0,1000,,
1.5,42,control,-5.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,-5.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,-5.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,-5.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,-15.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,-10.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,-10.0,0.0,1000,,
1.5,42,control,-10.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,-5.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,-10.0,0.0,1000,,
1.5,42,control,-10.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,-5.0,0.0,1000,,
1.5,42,control,-10.0,0.0,1000,,
1.5,42,control,-30.0,1.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,-5.0,0.0,1000,,
1.5,42,control,-10.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,-5.0,0.0,1000,,
1.5,42,control,-10.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,-5.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,-10.0,0.0,1000,,
1.5,42,control,-10.0,0.0,1000,,
1.5,42,control,-5.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,-5.0,0.0,1000,,
1.5,42,control,-10.0,0.0,1000,,
1.5,42,control,-5.0,0.0,1000,,
1.5,42,control,-5.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,-5.0,0.0,1000,,
1.5,42,control,-5.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,-15.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,-5.0,0.0,1000,,
1.5,42,control,-5.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,-10.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,-5.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,-5.0,0.0,1000,,
1.5,42,control,-15.0,0.0,1000,,
1.5,42,control,-5.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,-10.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,-15.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,-25.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,-15.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,-5.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,-5.0,0.0,1000,,
1.5,42,control,-25.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,-5.0,0.0,1000,,
1.5,42,control,-5.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,-15.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,-5.0,0.0,1000,,
1.5,42,control,-15.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,-5.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,-10.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,0.0,0.0,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
1.5,42,control,,,1000,,
